date;entry;rlm;slp;wind;day_of_year;holiday;day_of_week
2024-07-21T06:00:00+02:00;775465;595839;179626;;;;
2024-07-22T06:00:00+02:00;875559;685325;190234;;;;
2024-07-23T06:00:00+02:00;812641;627607;185034;;;;
2024-07-24T06:00:00+02:00;838348;646316;192032;;;;
2024-07-25T06:00:00+02:00;901616;708494;193122;;;;
2024-07-26T06:00:00+02:00;887724;702666;185058;;;;
2024-07-27T06:00:00+02:00;915573;721954;193619;;;;
2024-07-28T06:00:00+02:00;924863;713842;211021;;;;
2024-07-29T06:00:00+02:00;986798;781098;205700;;;;
2024-07-30T06:00:00+02:00;789334;596194;193140;;;;
2024-07-31T06:00:00+02:00;955099;776554;178545;;;;
2024-08-01T06:00:00+02:00;1767493;1594491;173002;;;;
2024-08-02T06:00:00+02:00;1689261;1511175;178086;;;;
2024-08-03T06:00:00+02:00;1647851;1473322;174529;;;;
2024-08-04T06:00:00+02:00;1514322;1320900;193422;;;;
2024-08-05T06:00:00+02:00;1648009;1454487;193522;;;;
2024-08-06T06:00:00+02:00;1041264;855209;186055;;;;
2024-08-07T06:00:00+02:00;1493954;1315630;178324;;;;
2024-08-08T06:00:00+02:00;1846513;1665791;180722;;;;
2024-08-09T06:00:00+02:00;1883179;1696999;186180;;;;
2024-08-10T06:00:00+02:00;1837644;1655329;182315;;;;
2024-08-11T06:00:00+02:00;465951;274742;191209;;;;
2024-08-12T06:00:00+02:00;550879;363501;187378;;;;
2024-08-13T06:00:00+02:00;473153;295198;177955;;;;
2024-08-14T06:00:00+02:00;486227;311107;175120;;;;
2024-08-15T06:00:00+02:00;467974;294152;173822;;;;
2024-08-16T06:00:00+02:00;457939;290789;167150;;;;
2024-08-17T06:00:00+02:00;463233;289242;173991;;;;
2024-08-18T06:00:00+02:00;500413;306549;193864;;;;
2024-08-19T06:00:00+02:00;564905;372661;192244;;;;
2024-08-20T06:00:00+02:00;565224;382611;182613;;;;
2024-08-21T06:00:00+02:00;567273;373995;193278;;;;
2024-08-22T06:00:00+02:00;556591;363832;192759;;;;
2024-08-23T06:00:00+02:00;540574;360720;179854;;;;
2024-08-24T06:00:00+02:00;374648;203327;171321;;;;
2024-08-25T06:00:00+02:00;473601;271742;201859;;;;
2024-08-26T06:00:00+02:00;573147;364715;208432;;;;
2024-08-27T06:00:00+02:00;577512;366219;211293;;;;
2024-08-28T06:00:00+02:00;619524;413541;205983;;;;
2024-08-29T06:00:00+02:00;660371;478181;182190;;;;
2024-08-30T06:00:00+02:00;687486;495490;191996;;;;
2024-08-31T06:00:00+02:00;642424;445856;196568;;;;
2024-09-01T06:00:00+02:00;756429;557024;199405;;;;
2024-09-02T06:00:00+02:00;786074;598639;187435;;;;
2024-09-03T06:00:00+02:00;831124;655660;175464;;;;
2024-09-04T06:00:00+02:00;1808854;1637325;171529;;;;
2024-09-05T06:00:00+02:00;2107300;1936651;170649;;;;
2024-09-06T06:00:00+02:00;1873937;1706390;167547;;;;
2024-09-07T06:00:00+02:00;1712642;1544168;168474;;;;
2024-09-08T06:00:00+02:00;1743612;1568005;175607;;;;
2024-09-09T06:00:00+02:00;1852962;1658850;194112;;;;
2024-09-10T06:00:00+02:00;1096404;897018;199386;;;;
2024-09-11T06:00:00+02:00;1784407;1534364;250043;;;;
2024-09-12T06:00:00+02:00;2060058;1766208;293850;;;;
2024-09-13T06:00:00+02:00;2035543;1690952;344591;;;;
2024-09-14T06:00:00+02:00;2116905;1752331;364574;;;;
2024-09-15T06:00:00+02:00;1915527;1554808;360719;;;;
2024-09-16T06:00:00+02:00;2120553;1753802;366751;;;;
2024-09-17T06:00:00+02:00;1280475;1001749;278726;;;;
2024-09-18T06:00:00+02:00;1855558;1588038;267520;;;;
2024-09-19T06:00:00+02:00;2236214;1972252;263962;;;;
2024-09-20T06:00:00+02:00;1949605;1670740;278865;;;;
2024-09-21T06:00:00+02:00;1830990;1551086;279904;;;;
2024-09-22T06:00:00+02:00;1633824;1346689;287135;;;;
2024-09-23T06:00:00+02:00;1912930;1646511;266419;;;;
2024-09-24T06:00:00+02:00;1367626;1037892;329734;;;;
2024-09-25T06:00:00+02:00;1829585;1488761;340824;;;;
2024-09-26T06:00:00+02:00;2235003;1884966;350037;;;;
2024-09-27T06:00:00+02:00;2230593;1873602;356991;;;;
2024-09-28T06:00:00+02:00;2235800;1768653;467147;;;;
2024-09-29T06:00:00+02:00;2568927;1993893;575034;;;;
2024-09-30T06:00:00+02:00;2646952;2034991;611961;;;;
2024-10-01T06:00:00+02:00;1905245;1213576;691669;;;;
2024-10-02T06:00:00+02:00;2608960;1818329;790631;;;;
2024-10-03T06:00:00+02:00;2865227;2077603;787624;;;;
2024-10-04T06:00:00+02:00;2520807;1794156;726651;;;;
2024-10-05T06:00:00+02:00;2912394;2131059;781335;;;;
2024-10-06T06:00:00+02:00;2919053;2067221;851832;;;;
2024-10-07T06:00:00+02:00;2871171;2057184;813987;;;;
2024-10-08T06:00:00+02:00;1781773;1200184;581589;;;;
2024-10-09T06:00:00+02:00;2301174;1767929;533245;;;;
2024-10-10T06:00:00+02:00;2722407;2133555;588852;;;;
2024-10-11T06:00:00+02:00;3000029;2220529;779500;;;;
2024-10-12T06:00:00+02:00;2882971;2051661;831310;;;;
2024-10-13T06:00:00+02:00;2868004;1963567;904437;;;;
2024-10-14T06:00:00+02:00;3134969;2150357;984612;;;;
2024-10-15T06:00:00+02:00;2459031;1446952;1012079;;;;
2024-10-16T06:00:00+02:00;2711998;1762243;949755;;;;
2024-10-17T06:00:00+02:00;3062845;2222526;840319;;;;
2024-10-18T06:00:00+02:00;2963043;2207728;755315;;;;
2024-10-19T06:00:00+02:00;2560063;1890537;669526;;;;
2024-10-20T06:00:00+02:00;2548473;1920877;627596;;;;
2024-10-21T06:00:00+02:00;2529087;1989604;539483;;;;
2024-10-22T06:00:00+02:00;1951139;1277286;673853;;;;
2024-10-23T06:00:00+02:00;2647719;1838795;808924;;;;
2024-10-24T06:00:00+02:00;3126129;2293623;832506;;;;
2024-10-25T06:00:00+02:00;3168763;2442726;726037;;;;
2024-10-26T06:00:00+02:00;2658253;2000903;657350;;;;
2024-10-27T06:00:00+01:00;2726680;1934233;792447;;;;
2024-10-28T06:00:00+01:00;2858742;2070553;788189;;;;
2024-10-29T06:00:00+01:00;1647012;909500;737512;;;;
2024-10-30T06:00:00+01:00;2699155;1984600;714555;;;;
2024-10-31T06:00:00+01:00;2919831;2123977;795854;;;;
