date;slp;holiday;weathercode;temperature_2m_max;temperature_2m_min;temperature_2m_mean;apparent_temperature_max;apparent_temperature_min;apparent_temperature_mean;sunrise;sunset;daylight_duration;sunshine_duration;rain_sum;snowfall_sum;precipitation_hours;windspeed_10m_max;windgusts_10m_max;shortwave_radiation_sum;et0_fao_evapotranspiration;day_of_week_sin;day_of_week_cos;day_of_year_sin;day_of_year_cos;winddirection_10m_dominant_sin;winddirection_10m_dominant_cos
2021-10-22;1256521,774;0;55;-0,5152471967431034;-0,19931712909386834;-0,47909014605816447;-0,7962684328847953;-0,45752261747347556;-0,7148824498694157;0,5329006873333337;-0,8534707443549677;-0,6976454459246478;-1,3298379816583847;0,427412817246385;-0,16080926572537088;0,27327784670608546;3,2159515586145053;2,9771186822632862;-0,9747206510308785;-0,5328666703216526;-0,433883739117558;-0,9009688679024191;-0,938710189261944;0,3447073839879342;-0,9659258262890683;-0,25881904510252063
2021-10-23;1244904,809;0;51;-0,5747719804683007;-0,303803799624596;-0,5058907073486791;-0,5853468608415995;-0,5064525777656401;-0,548438627746389;0,5545610909059394;-0,8746567264968419;-0,7187405789765908;-0,08426986634705327;-0,38556300089036505;-0,16080926572537088;-0,1413265147998443;0,6173493832178538;0,3496320675840938;-0,6160479551709016;-0,7556746077208736;-0,9749279121818236;-0,2225209339563146;-0,9326545075388223;0,3607707992167836;-0,9993908270190957;-0,03489949670250165
2021-10-24;1273433,716;0;3;-0,3247678888224717;-0,7068238145288314;-0,5058907073486791;-0,39451305756442234;-0,6532424586421336;-0,4929573537053801;0,5653912926922422;-0,8958427086387162;-0,7397747589798588;0,2721847298877533;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-0,45078770728261036;-0,4665989813547087;-0,3508322293589468;-0,5947577640436584;-0,7818314824680299;0,6234898018587334;-0,9263239682514949;0,3767278936351853;0,3583679495453002;-0,9335804264972017
2021-10-25;-435171,561;0;3;-0,3842926725476691;-0,6918971473101561;-0,5460915492844512;-0,29407421373432907;-0,6532424586421336;-0,4818610988971782;0,5870516962648479;-0,9170286907805905;-0,7607300585671932;0,029447442865695204;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-1,056596803387351;-1,2750564012559986;-0,5289056452612593;-0,7742419358374754;0,0;1,0;-0,9197204370389466;0,3925739646141719;-0,19080899537654472;-0,981627183447664
2021-10-26;-354674,652;0;51;-0,12238362415680042;-0,18439046187519303;-0,06368144605518658;-0,11328429484016117;-0,15171036564744717;-0,07129967099371237;0,6087120998374536;-0,9382146729224646;-0,7815876540029744;-0,9343271724464544;-0,44578343186345765;-0,16080926572537088;-0,5559308763057741;0,5376376600461774;0,3185375514340443;-0,8547421084016609;-0,7928092639540769;0,7818314824680298;0,6234898018587336;-0,9128458599921356;0,40830434224389334;-0,882947592858927;-0,46947156278589075
2021-10-27;1116754,991;0;3;-0,0033340567064056147;0,2932628891224191;0,1373227636236737;0,027330086521969423;0,3131242571281159;0,1395291703621215;0,6303725034100592;-0,9594006550643389;-0,8023296179199443;-0,9941246901445878;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-0,2116525377675808;0,42736835795921785;-0,9027335254533478;-0,7432963889764724;0,9749279121818236;-0,22252093395631434;-0,9057022630804715;0,42391439070986053;-0,6691306063588582;-0,7431448254773942
2021-10-28;1106679,12;0;3;0,10381055399894974;-0,05005045690711453;-0,0904820073457012;0,15790058350109054;0,03177698544816984;-0,02691465176090521;0,6520329069826649;-0,9805866372062132;-0,8229353338457566;0,19427167771532045;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-0,8652886677753276;-1,0807156753181886;-0,4341857431855612;-0,6628379671378648;0,43388373911755823;-0,900968867902419;-0,898291751554753;0,4393995096591413;0,37460659341591224;-0,9271838545667873
2021-10-29;1157911,804;0;3;0,0323808135287127;-0,40829047015532377;-0,26468565573404684;0,09763727720303463;-0,32296522667002303;-0,19335847388393193;0,6736933105552706;-1,0017726193480874;-0,8433850816764286;0,18140592971290123;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-1,0247121141186806;-1,1351310785807756;-0,4266081510195053;-0,6937835139988677;-0,433883739117558;-0,9009688679024191;-0,8906165093267405;0,4547551355561054;0,40673664307580043;-0,9135454576426008
2021-10-30;1074348,634;0;3;-0,11047866741176098;-0,27395046518724525;-0,17088369121724525;-0,11328429484016117;-0,26180277630481735;-0,1822622190757302;0,6845235123415734;-1,0229586014899616;-0,8636600376763398;0,0669180203698554;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;-0,2275948824019163;-0,4665989813547087;-0,5642677420361867;-0,5947577640436584;-0,9749279121818236;-0,2225209339563146;-0,8826787983255476;0,46997674302731957;0,39073112848927416;-0,9205048534524402
2021-10-31;931910,397;1;3;0,2942898619195812;0,5320895646212255;0,2847258507215045;0,33869050239525844;0,3375892372741982;0,2172029540195339;0,7061839159141791;-1,044144583631836;-0,8837377926364177;0,08787506974039473;-0,47589364735000395;-0,16080926572537088;-0,7632330570587389;0,12313669955345982;-0,18674833600426202;-0,5920522466450581;-0,2914914048058301;-0,7818314824680299;0,6234898018587334;-0,8744809578310401;0,4850598461951956;0,258819045102521;-0,9659258262890682
2021-11-01;1101728,805;1;55;-0,3842926725476691;0,2484828874663931;-0,07708172670044389;-0,233810907436273;0,28865927698203364;-0,02691465176090521;0,7278443194867847;-1,0653305657737102;-0,9035968337159541;-1,5965311102120545;0,30697195530019983;-0,16080926572537088;1,102486569717945;-0,6102111536259632;-0,7697705138176923;-1,295505386060576;-1,0403736388421003;0,0;1,0;-0,8660254037844386;0,5000000000000001;-0,17364817766693047;-0,984807753012208
2021-11-02;1158249,456;0;53;-0,3961976292927085;-0,40829047015532377;-0,425489023477135;-0,21372313867025441;-0,3474302068161053;-0,28212851234954617;0,7495047230593904;-1,0865165479155845;-0,9232147517058764;-0,48412597158961185;0,06609023140782945;-0,16080926572537088;0,89518438896498;-1,4710977638800686;-1,3061509174060484;-0,79538430310089;-0,9599152170034926;0,7818314824680298;0,6234898018587336;-0,8573146280763323;0,5147928015098308;-0,43837114678907707;-0,8987940462991671
