datum;nkp;rlm;slp
2017-01-05 00:00:00,000;6975122,352868;4287812,64333508;2687309,70953292
2017-01-06 00:00:00,000;7468921,53502;4487950,2465758;2980971,2884442
2017-01-07 00:00:00,000;6724621,446348;3863281,4133932;2861340,0329548
2017-01-08 00:00:00,000;6270397,289436;3698979,92414476;2571417,36529124
2017-01-09 00:00:00,000;6538808,0614;4017347,28447364;2521460,77692636
2017-01-10 00:00:00,000;6774255,53652;4215972,48792312;2558283,04859688
2017-01-11 00:00:00,000;5742219,7138;3192595,34759052;2549624,36620948
2017-01-12 00:00:00,000;5911256,345788;3600576,76951116;2310679,57627684
2017-01-13 00:00:00,000;6377144,644472;4047703,05000132;2329441,59447068
2017-01-14 00:00:00,000;6048111,79884;3755899,15991376;2292212,63892624
2017-01-15 00:00:00,000;6151825,540024;3726734,1621692;2425091,3778548
2017-01-16 00:00:00,000;6900782,713368;4257393,07940232;2643389,63396568
2017-01-17 00:00:00,000;7085770,882916;4329239,0399788;2756531,8429372
2017-01-18 00:00:00,000;6256120,877648;3438776,6493274;2817344,2283206
2017-01-19 00:00:00,000;6786258,41138;4105123,54789468;2681134,86348532
2017-01-20 00:00:00,000;6501325,557804;4070565,588495322062;2430759,96930868
2017-01-21 00:00:00,000;6342405,335536;4058812,58839256;2283592,74714344
2017-01-22 00:00:00,000;6552852,94576;4147900,35306676;2404952,59269324
2017-01-23 00:00:00,000;7181809,886312;4527610,77315352;2654199,11315848
2017-01-24 00:00:00,000;6730696,306556;4203286,01369684;2527410,29285916
2017-01-25 00:00:00,000;5649272,863004;3237237,74557628;2412035,11742772
2017-01-26 00:00:00,000;6299849,006876;3934813,87564972;2365035,13122628
2017-01-27 00:00:00,000;6545654,215744;4105375,12230712;2440279,09343688
2017-01-28 00:00:00,000;6480348,933712;3948588,7892962;2531760,1444158
2017-01-29 00:00:00,000;5882187,341816;3627320,13845068;2254867,20336532
2017-01-30 00:00:00,000;5924657,440536;3638733,72395636;2285923,71657964
2017-01-31 00:00:00,000;6189553,456676;3895670,56927104;2293882,88740496
2017-02-01 00:00:00,000;5473404,8589;3083173,5039402;2390231,3549598
2017-02-02 00:00:00,000;6459630,5169;4023299,7736866;2436330,7432134
2017-02-03 00:00:00,000;6048443,41266;3889890,7336872;2158552,6789728
2017-02-04 00:00:00,000;5663308,50888;3741712,8899304;1921595,6189496
2017-02-05 00:00:00,000;5664907,72914;3584268,839415;2080638,889725
2017-02-06 00:00:00,000;6392578,47294;4032579,9701022;2359998,5028378
2017-02-07 00:00:00,000;6598138,42116;4132132,360752;2466006,060408
2017-02-08 00:00:00,000;5994380,01096;3305023,0473678;2689356,9635922
2017-02-09 00:00:00,000;6901325,70996;4144749,8595492;2756575,8504108
2017-02-10 00:00:00,000;7087867,75818;4411618,7513937;2676249,0067863
2017-02-11 00:00:00,000;6559855,06308;3932674,3810332;2627180,6820468
2017-02-12 00:00:00,000;6325652,53056;3780304,0765644;2545348,4539956
2017-02-13 00:00:00,000;6690128,56446;4137933,7964481;2552194,7680119
2017-02-14 00:00:00,000;5369927,55618;2882837,8623297;2487089,6938503
2017-02-15 00:00:00,000;4897122,41106;2700179,7007548;2196942,7103052
2017-02-16 00:00:00,000;4305797,08482;2451316,6858356;1854480,3989844
2017-02-17 00:00:00,000;5188085,03862;3354471,3128916;1833613,7257284
2017-02-18 00:00:00,000;5272763,42208;3393602,9336583;1879160,4884217
2017-02-19 00:00:00,000;5095523,32608;3250668,2491404;1844855,0769396
2017-02-20 00:00:00,000;4998251,14338;3304131,5222124;1694119,6211676
2017-02-21 00:00:00,000;3686830,18902;2093961,974379;1592868,214641
2017-02-22 00:00:00,000;3693564,67986;2093501,4005598;1600063,2793002
2017-02-23 00:00:00,000;3846144,49494;2188995,5026236;1657148,9923164
2017-02-24 00:00:00,000;5124309,15612;3240194,2929708;1884114,8631492
2017-02-25 00:00:00,000;5019479,19264;3238522,4775156;1780956,7151244
2017-02-26 00:00:00,000;4471037,89572;2888944,589289;1582093,306431
2017-02-27 00:00:00,000;4260929,22486;2952463,1178636;1308466,1069964
2017-02-28 00:00:00,000;3385234,36746;1970775,567486;1414458,799974
2017-03-01 00:00:00,000;4099882,519478;2463258,29878442;1636624,22069358
2017-03-02 00:00:00,000;4811023,185456;3096955,005733670583;1714068,17972233
2017-03-03 00:00:00,000;4665991,732394;3204143,32375948;1461848,40863452
2017-03-04 00:00:00,000;3854729,339488;2690973,21942024;1163756,12006776
2017-03-05 00:00:00,000;3893696,554482;2591958,08458618;1301738,46989582
2017-03-06 00:00:00,000;4687333,023864;3176513,96883264;1510819,05503136
2017-03-07 00:00:00,000;5025944,248076;3258961,0728794;1766983,1751966
2017-03-08 00:00:00,000;3893917,537864;2328556,0824394;1565361,4554246
2017-03-09 00:00:00,000;4330493,40222;2920701,67790396;1409791,72431604
2017-03-10 00:00:00,000;4772814,969124;3281459,99441704;1491354,97470696
2017-03-11 00:00:00,000;4743701,297572;3153038,90057302;1590662,39699898
2017-03-12 00:00:00,000;4598785,457218;2894532,82603188;1704252,63118612
2017-03-13 00:00:00,000;5057309,035688;3384218,5158348;1673090,5198532
2017-03-14 00:00:00,000;4494499,171188;3059736,4596585;1434762,7115295
2017-03-15 00:00:00,000;3371724,495258;2114387,40367552;1257337,09158248
2017-03-16 00:00:00,000;4116991,461472;2898200,28201206;1218791,17945994
2017-03-17 00:00:00,000;4497441,259958;3168388,3429588864;1329052,91699911
2017-03-18 00:00:00,000;4495470,111524;3012376,2936263864;1483093,81789761
2017-03-19 00:00:00,000;4469058,743992;2897345,3395810132;1571713,40441099
2017-03-20 00:00:00,000;4073226,038646;2826131,9947511668;1247094,04389483
2017-03-21 00:00:00,000;4112574,418844;2842975,4953612132;1269598,92348279
2017-03-22 00:00:00,000;3288533,961114;2028423,3132380404;1260110,64787596
2017-03-23 00:00:00,000;4427040,569538;2962415,0128431002;1464625,5566949
2017-03-24 00:00:00,000;4313838,688264;3064127,3931644202;1249711,29509958
2017-03-25 00:00:00,000;3872895,08439;2685935,6879395466;1186959,39645045
2017-03-26 00:00:00,000;3971067,235098;2787537,4391617064;1183529,79593629
2017-03-27 00:00:00,000;3813353,429188;2763885,3450287264;1049468,08415927
2017-03-28 00:00:00,000;3524845,517352;2676684,4290042;848161,0883478
2017-03-29 00:00:00,000;2693455,284036;1718290,7845006264;975164,499535374
2017-03-30 00:00:00,000;3156948,86279;2350005,8480554398;806943,01473456
2017-03-31 00:00:00,000;3247554,304228;2661324,5566660066;586229,747561993
2017-04-01 00:00:00,000;2702120,928878;2170414,65734398736;531706,271534013
2017-04-02 00:00:00,000;2677727,850116;2053613,494627589446;624114,355488411
2017-04-03 00:00:00,000;3747838,827534;2796946,263282495008;950892,564251505
2017-04-04 00:00:00,000;3752614,248608;2822504,05187153;930110,19673647
2017-04-05 00:00:00,000;3667516,42986;2706773,91504131;960742,51481869
2017-04-06 00:00:00,000;3556414,713568;2556070,432365268777;1000344,28120273
2017-04-07 00:00:00,000;3916107,982802;2810324,49839336;1105783,48440864
2017-04-08 00:00:00,000;3614697,07507;2666537,83383268;948159,24123732
2017-04-09 00:00:00,000;3099782,819518;2353053,3111231;746729,5083949
2017-04-10 00:00:00,000;3460361,51971;2660442,35558434;799919,16412566
2017-04-11 00:00:00,000;4030997,72797;2940185,27273645;1090812,45523355
2017-04-12 00:00:00,000;2913617,080782;1827647,51367721;1085969,56710479
2017-04-13 00:00:00,000;3711772,919908;2643911,37594135;1067861,54396665
2017-04-14 00:00:00,000;3740997,430902;2727030,40103128;1013967,02987072
2017-04-15 00:00:00,000;3690641,059028;2529008,22256437;1161632,83646363
2017-04-16 00:00:00,000;2487269,284334;1250281,11029072;1236988,17404328
2017-04-17 00:00:00,000;3101873,542622;1900270,37729963;1201603,16532237
2017-04-18 00:00:00,000;4564541,213644;3105101,163614992765;1459440,05002901
2017-04-19 00:00:00,000;3777572,469488;2199579,15189092;1577993,31759708
2017-04-20 00:00:00,000;4342514,119986;2977326,10434011;1365188,01564589
2017-04-21 00:00:00,000;4224956,557848;3078451,31338162;1146505,24446638
2017-04-22 00:00:00,000;3934611,134362;2701272,02902297;1233339,10533903
2017-04-23 00:00:00,000;3824431,199448;2483417,580326;1341013,619122
2017-04-24 00:00:00,000;4075792,575616;2941695,81314534;1134096,76247066
2017-04-25 00:00:00,000;4332967,891978;3073026,99040933;1259940,90156867
2017-04-26 00:00:00,000;3230552,014956;2037004,88744705;1193547,12750895
2017-04-27 00:00:00,000;3855609,269794;2690761,05397153;1164848,21582247
2017-04-28 00:00:00,000;3974296,047038;2954290,27463784;1020005,77240016
2017-04-29 00:00:00,000;3566918,285594;2436882,09771379;1130036,18788021
2017-04-30 00:00:00,000;3215148,214996;2224610,1109742;990538,1040218
2017-05-01 00:00:00,000;1923267,482136;1035615,21368768;887652,26844832
2017-05-02 00:00:00,000;4138062,02124;3037951,07969656;1100110,94154344
2017-05-03 00:00:00,000;2593890,21444;1690236,67871312;903653,53572688
2017-05-04 00:00:00,000;3765536,14668;2642515,21156776;1123020,93511224
2017-05-05 00:00:00,000;3841167,450624;2799192,91291048;1041974,53771352
2017-05-06 00:00:00,000;3263998,592568;2429628,39623328;834370,19633472
2017-05-07 00:00:00,000;2787904,190904;2081520,06489008;706384,12601392
2017-05-08 00:00:00,000;3980557,342272;2951581,486182;1028975,85609
2017-05-09 00:00:00,000;3802984,2396;2736061,1181172;1066923,1214828
2017-05-10 00:00:00,000;2746030,41888;1740858,65378336;1005171,76509664
2017-05-11 00:00:00,000;2999116,671264;2289337,50390456;709779,16735944
2017-05-12 00:00:00,000;2958048,15348;2460388,71315688;497659,44032312
2017-05-13 00:00:00,000;2541640,785432;2050524,72452232;491116,06090968
2017-05-14 00:00:00,000;2460731,779464;2009364,59855048;451367,18091352
2017-05-15 00:00:00,000;3112103,296176;2664367,45455552;447735,84162048
2017-05-16 00:00:00,000;2801528,655912;2405122,98114832;396405,67476368
2017-05-17 00:00:00,000;1622441,821056;1322390,14892336;300051,67213264
2017-05-18 00:00:00,000;2202102,90384;1935869,69028816;266233,21355184
2017-05-19 00:00:00,000;2317834,934688;2059828,11348856;258006,82119944
2017-05-20 00:00:00,000;2333066,058624;2031393,1740552;301672,8845688
2017-05-21 00:00:00,000;2159014,924584;1834593,65715536;324421,26742864
2017-05-22 00:00:00,000;2335658,067792;2034734,38398888;300923,68380312
2017-05-23 00:00:00,000;1415370,445608;1125736,25578192;289634,18982608
2017-05-24 00:00:00,000;2316439,179432;1944276,73887344;372162,44055856
2017-05-25 00:00:00,000;2561039,46588;2203116,24042728;357923,22545272
2017-05-26 00:00:00,000;2571646,5012;2260206,66717184;311439,83402816
2017-05-27 00:00:00,000;2527269,563616;2263594,78830288;263674,77531312
2017-05-28 00:00:00,000;2338955,625552;2088477,76824968;250477,85730232
2017-05-29 00:00:00,000;2297762,9766;2065673,91721488;232089,05938512
2017-05-30 00:00:00,000;2262929,832576;2033913,28597648;229016,54659952
2017-05-31 00:00:00,000;1423450,328832;1177348,22886704;246102,09996496
2017-06-01 00:00:00,000;2175052,89651;1897837,42559814;277215,47091186
2017-06-02 00:00:00,000;2456889,21075;2203716,95013873;253172,26061127
2017-06-03 00:00:00,000;2090357,722167;1840206,27868311;250151,44348389
2017-06-04 00:00:00,000;840014,871228;562230,04056648;277784,83066152
2017-06-05 00:00:00,000;1517864,747217;1239064,85874873;278799,88846827
2017-06-06 00:00:00,000;2287867,254699;2013773,46509352;274093,78960548
2017-06-07 00:00:00,000;1445594,835984;1139145,59361408;306449,24236992
2017-06-08 00:00:00,000;2215479,809478;1918878,730548468786;296601,078929531
2017-06-09 00:00:00,000;2472875,940795;2212279,12297002;260596,81782498
2017-06-10 00:00:00,000;2169509,739813;1918104,42282615;251405,31698685
2017-06-11 00:00:00,000;1838387,641857;1598030,56629138;240357,07556562
2017-06-12 00:00:00,000;2209716,710487;1966943,94920595;242772,76128105
2017-06-13 00:00:00,000;2202229,013244;1935564,20167656;266664,81156744
2017-06-14 00:00:00,000;1376671,780575;1115387,03298204;261284,74759296
2017-06-15 00:00:00,000;1966864,215459;1724367,92810061;242496,28735839
2017-06-16 00:00:00,000;2344687,003113;2090914,3055619;253772,6975511
2017-06-17 00:00:00,000;2124446,050155;1865148,04139391;259298,00876109
2017-06-18 00:00:00,000;1993799,189148;1747696,26226455;246102,92688345
2017-06-19 00:00:00,000;2307040,093566;2082730,5202509;224309,5733151
2017-06-20 00:00:00,000;1037356,589841;825774,46507647;211582,12476453
2017-06-21 00:00:00,000;863024,696625;643274,1009201;219750,5957049
2017-06-22 00:00:00,000;1926834,560157;1703498,0338116;223336,5263454
2017-06-23 00:00:00,000;2196690,96231;1973084,50295346;223606,45935654
2017-06-24 00:00:00,000;1947503,567919;1724723,0771979;222780,4907211
2017-06-25 00:00:00,000;1836398,783739;1590050,68487889;246348,09886011
2017-06-26 00:00:00,000;2067825,460311;1806052,35616806;261773,10414294
2017-06-27 00:00:00,000;2148130,794303;1894899,15423159;253231,64007141
2017-06-28 00:00:00,000;1134557,220459;908115,38799228;226441,83246672
2017-06-29 00:00:00,000;1879613,533473;1631837,14903482;247776,38443818
2017-06-30 00:00:00,000;2422245,515508;2151737,92501824;270507,59048976
2017-07-01 00:00:00,000;2198531,745711;1914467,18111532;284064,56459568
2017-07-02 00:00:00,000;2180420,709714;1866925,90229436;313494,80741964
2017-07-03 00:00:00,000;2305885,545099;2026208,7920466;279676,7530524
2017-07-04 00:00:00,000;2293733,526255;2027845,13885262;265888,38740238
2017-07-05 00:00:00,000;1367033,66523;1096940,03693661;270093,62829339
2017-07-06 00:00:00,000;2183707,909872;1936670,40627174;247037,50360026
2017-07-07 00:00:00,000;2371920,525855;2141616,03760395;230304,48825105
2017-07-08 00:00:00,000;2092787,026308;1867822,90851321;224964,11779479
2017-07-09 00:00:00,000;2481698,387943;2224312,93886625;257385,44907675
2017-07-10 00:00:00,000;2446265,909619;2199959,72209143;246306,18752757
2017-07-11 00:00:00,000;2393961,819795;2142083,06047359;251878,75932141
2017-07-12 00:00:00,000;1453653,9936;1188753,98100291;264900,01259709
2017-07-13 00:00:00,000;2219457,05883;1912560,90349977;306896,15533023
2017-07-14 00:00:00,000;2461983,755094;2190695,04002043;271288,71507357
2017-07-15 00:00:00,000;2422816,069743;2166609,97524573;256206,09449727
2017-07-16 00:00:00,000;2003063,58243;1743620,407551;259443,174879
2017-07-17 00:00:00,000;2461525,288614;2204565,45495741;256959,83365659
2017-07-18 00:00:00,000;2458568,055969;2203695,91563201;254872,14033699
2017-07-19 00:00:00,000;1325210,713614;1102365,57677391;222845,13684009
2017-07-20 00:00:00,000;2123447,85036;1890947,507517;232500,342843
2017-07-21 00:00:00,000;2446606,955988;2215652,04183717;230954,91415083
2017-07-22 00:00:00,000;2138938,20774;1927350,43744419;211587,77029581
2017-07-23 00:00:00,000;704053,64268;483699,23172783;220354,41095217
2017-07-24 00:00:00,000;794323,733526;565463,03345721;228860,70006879
2017-07-25 00:00:00,000;838482,128253;554270,07920157;284212,04905143
2017-07-26 00:00:00,000;958894,284726;639580,4574867;319313,8272393
2017-07-27 00:00:00,000;863245,521882;603895,88767572;259349,63420628
2017-07-28 00:00:00,000;776299,15539;535323,71018484;240975,44520516
2017-07-29 00:00:00,000;737801,504388;518710,54745358;219090,95693442
2017-07-30 00:00:00,000;689546,432439;481325,96704626;208220,46539274
2017-07-31 00:00:00,000;716904,4401;508537,67830119;208366,76179881
2017-08-01 00:00:00,000;772056,65817;553975,453647;218081,204523
2017-08-02 00:00:00,000;714817,50025;494747,7660993;220069,7341507
2017-08-03 00:00:00,000;743886,22252;523811,0456355;220075,1768845
2017-08-04 00:00:00,000;719085,04353;498380,8860296;220704,1575004
2017-08-05 00:00:00,000;673697,03443;434340,9428554;239356,0915746
2017-08-06 00:00:00,000;705844,76578;456147,140533;249697,625247
2017-08-07 00:00:00,000;749048,64888;495960,1992359;253088,4496441
2017-08-08 00:00:00,000;708064,29085;480607,2857166;227457,0051334
2017-08-09 00:00:00,000;846166,78069;629241,6492733;216925,1314167
2017-08-10 00:00:00,000;885611,23973;660644,752677;224966,487053
2017-08-11 00:00:00,000;960585,88395;721543,7116888;239042,1722612
2017-08-12 00:00:00,000;1004644,23591;728725,4018681;275918,8340419
2017-08-13 00:00:00,000;1097836,80132;846921,6342454;250915,1670746
2017-08-14 00:00:00,000;2398303,92004;2132564,9106104;265739,0094296
2017-08-15 00:00:00,000;2073416,81169;1847616,2434324;225800,5682576
2017-08-16 00:00:00,000;1405468,52537;1180271,4900683;225197,0353017
2017-08-17 00:00:00,000;2056747,89565;1812738,3688953;244009,5267547
2017-08-18 00:00:00,000;2453228,89616;2218395,408026;234833,488134
2017-08-19 00:00:00,000;2111501,24094;1861914,3662084;249586,8747316
2017-08-20 00:00:00,000;2087234,07963;1827000,6290662;260233,4505638
2017-08-21 00:00:00,000;2358401,53836;2062121,4780824;296280,0602776
2017-08-22 00:00:00,000;2444689,16636;2110956,7712366;333732,3951234
2017-08-23 00:00:00,000;1404122,59435;1086902,1872786;317220,4070714
2017-08-24 00:00:00,000;2217840,26135;1904436,0931134;313404,1682366
2017-08-25 00:00:00,000;1257724,17862;979630,1267242;278094,0518958
2017-08-26 00:00:00,000;2155798,86627;1882665,8430167;273133,0232533
2017-08-27 00:00:00,000;2035466,31512;1776383,2183629;259083,0967571
2017-08-28 00:00:00,000;2304392,10323;2025313,0084796;279079,0947504
2017-08-29 00:00:00,000;2237959,55551;1973465,8579769;264493,6975331
2017-08-30 00:00:00,000;1269807,89516;1041168,7659772;228639,1291828
2017-08-31 00:00:00,000;1931564,03776;1677057,7887567;254506,2490033
2017-09-01 00:00:00,000;2384868,4227;2106640,18707504;278228,23562496
2017-09-02 00:00:00,000;2325780,820404;2026860,9852144;298919,8351896
2017-09-03 00:00:00,000;2426881,887312;2112934,92069824;313946,96661376
2017-09-04 00:00:00,000;2266439,778348;1945374,54172632;321065,23662168
2017-09-05 00:00:00,000;2153885,606772;1846755,70491388;307129,90185812
2017-09-06 00:00:00,000;1507144,927944;1201175,91311768;305969,01482632
2017-09-07 00:00:00,000;2377345,28718;2010847,70132664;366497,58585336
2017-09-08 00:00:00,000;2513534,121876;2113219,1845756;400314,9373004
2017-09-09 00:00:00,000;2204773,195992;1811794,07354952;392979,12244248
2017-09-10 00:00:00,000;2224484,535168;1850991,38612732;373493,14904068
2017-09-11 00:00:00,000;2668316,349804;2266458,61096008;401857,73884392
2017-09-12 00:00:00,000;2545109,039184;2106066,14857432;439042,89060968
2017-09-13 00:00:00,000;1864778,192172;1393171,72600952;471606,46616248
